ticker_b3,n_previsoes,gamma_medio,gamma_pval_medio,pct_signif_5pct,gamma_m3_medio,gamma_m3_pval_medio,pct_signif_5pct_m3,persistencia_m1,persistencia_m2,persistencia_m3,svi_zeros_pct
RAIL3,95,0.032,0.9125,1.0526,0.0589,0.9824,0.0,0.9726,0.9572,0.9632,0.0
RANI3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9986,0.9986,0.9986,0.0
RAPT3,95,0.001,0.9937,0.0,0.0071,0.9951,0.0,0.9868,0.9868,0.9901,0.8812
RAPT4,95,0.1017,0.8323,15.7895,2.1063,0.8652,12.6316,0.9399,0.969,0.9257,0.0038
RCSL3,95,0.8878,0.8105,18.9474,4.2907,0.8323,11.5789,0.9695,0.9696,0.945,0.3065
RCSL4,95,0.7182,0.876,12.6316,1.2721,0.9499,3.1579,0.7842,0.829,0.8193,0.1954
RDOR3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9821,0.9821,0.9821,0.0038
REDE3,95,0.1601,0.6118,37.8947,0.6319,0.9206,1.0526,0.9671,0.9483,0.9501,0.9387
RENT3,95,0.7557,0.3498,64.2105,14.3315,0.3854,52.6316,0.8726,0.9533,0.4295,0.0
RNEW3,95,0.3305,0.8,20.0,0.4685,0.8001,20.0,0.9684,0.9949,0.9924,0.6782
RNEW4,95,0.205,0.8222,13.6842,0.5074,0.8134,18.9474,0.9612,0.9737,0.9883,0.5211
ROMI3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.986,0.986,0.986,0.0
RPAD3,95,0.0,1.0,0.0,2.4597,0.8446,15.6627,0.962,0.9731,0.9889,0.9962
RPAD6,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9737,0.9719,0.9719,0.9962
RPMG3,95,0.5389,0.5652,25.2632,0.9694,0.7523,8.4211,0.9008,0.9034,0.9044,0.8276
RSID3,95,0.1257,0.9159,8.4211,0.7736,0.9228,4.2105,0.95,0.9493,0.9428,0.8851
RSUL4,95,0.0849,0.9474,5.2632,3.1575,0.9476,5.2632,0.9653,0.9607,0.9417,0.9732
SANB11,95,0.1286,0.5791,42.1053,0.7298,0.8585,10.5263,0.9853,0.9613,0.9401,0.0
SANB3,95,0.0151,0.9477,5.2632,0.0,1.0,0.0,0.9931,0.9954,0.9932,0.0077
SANB4,95,0.0324,0.8091,17.8947,0.0,1.0,0.0,0.9928,0.9933,0.9929,0.0115
SAPR11,95,0.3895,0.2003,80.0,7.2251,0.4553,41.0526,0.7434,0.7178,0.4975,0.0
SAPR3,95,0.2602,0.359,63.1579,6.435,0.4633,38.9474,0.8093,0.7113,0.5111,0.0038
SAPR4,95,0.0825,0.7617,20.0,1.9649,0.9053,9.4737,0.9689,0.9311,0.8891,0.0
SBFG3,95,0.13,0.9474,5.2632,0.0,1.0,0.0,0.9774,0.9591,0.9718,0.0268
SBSP3,95,0.0268,0.9579,4.2105,0.0,1.0,0.0,0.9867,0.9867,0.9867,0.0038
SCAR3,95,0.4219,0.805,13.6842,1.1898,0.8432,0.0,0.8821,0.8775,0.8728,0.8506
SEER3,95,0.134,0.9158,8.4211,0.784,0.9264,7.3684,0.9816,0.9856,0.9456,0.1456
SEQL3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9974,0.9983,0.9983,0.0421
SHOW3,95,0.0314,0.9895,1.0526,0.2463,0.9895,1.0526,0.9911,0.9899,0.9841,0.2989
SHUL4,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9896,0.9896,0.9896,0.0268
SIMH3,95,0.1269,0.9289,6.3158,1.082,0.9595,3.1579,0.9836,0.9689,0.9796,0.0
SLCE3,95,0.1277,0.7275,26.3158,0.0,1.0,0.0,0.9785,0.952,0.9785,0.0
SMTO3,95,0.0196,0.9579,4.2105,0.0201,0.9908,0.0,0.9786,0.9721,0.9784,0.0153
SNSY5,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9954,0.9943,0.9941,0.9885
SOND6,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9799,0.9804,0.9792,0.9962
SUZB3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9975,0.9976,0.9976,0.0
SYNE3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9933,0.9832,0.9832,0.1226
TAEE11,95,0.0515,0.5172,28.4211,0.4266,0.8085,4.2105,0.8998,0.8885,0.8885,0.0
TAEE3,95,0.038,0.5785,31.5789,0.3878,0.8446,14.7368,0.8832,0.9042,0.884,0.0
TAEE4,95,0.0484,0.5445,34.7368,0.4148,0.8168,15.7895,0.9019,0.8972,0.8806,0.0
TASA3,95,0.0525,0.7917,18.9474,0.082,0.8947,10.5263,0.9263,0.9462,0.9461,0.3908
TASA4,95,0.3894,0.5158,48.4211,4.8053,0.7263,27.3684,0.9064,0.9458,0.8537,0.0
TCSA3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9882,0.9886,0.9886,0.3218
TECN3,95,0.5308,0.6372,17.8947,1.5042,0.702,20.0,0.9285,0.9456,0.9383,0.2299
TELB3,95,0.686,0.8,20.0,2.9693,0.8947,10.5263,0.9943,1.011,1.013,0.931
TELB4,95,0.5941,0.7895,21.0526,0.1897,0.9588,3.1579,0.9928,1.0177,1.0457,0.7816
TEND3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9758,0.9758,0.9758,0.0498
TFCO4,95,0.0808,0.9135,2.1053,0.6425,0.9507,2.1053,0.986,0.9879,0.9515,0.8966
TGMA3,95,0.0167,0.9583,4.2105,0.0,1.0,0.0,0.9903,0.9906,0.9905,0.5824
TIMS3,95,0.0021,0.9899,1.0526,0.0,1.0,0.0,0.9802,0.9885,0.9799,0.0038
TKNO4,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9827,0.9914,0.9914,0.9962
TOTS3,95,0.0704,0.8947,10.5263,0.1543,0.9895,1.0526,0.9843,0.9493,0.9816,0.0077
TPIS3,95,0.7697,0.7789,22.1053,1.785,0.7684,23.1579,0.9799,0.9802,0.9262,0.3678
TRIS3,95,0.0455,0.9687,3.1579,2.346,0.9684,3.1579,0.9631,0.9702,0.9462,0.0307
TUPY3,95,0.159,0.5864,40.0,2.2775,0.7592,24.2105,0.8199,0.8557,0.8408,0.0038
UCAS3,95,0.1163,0.511,1.0526,1.0742,0.5777,1.0526,0.9148,0.9436,0.8947,0.8774
UGPA3,95,0.1714,0.7053,29.4737,1.1584,0.9271,6.3158,0.916,0.9199,0.9142,0.0077
UNIP3,95,0.0392,0.7579,24.2105,0.0171,0.9789,2.1053,0.9952,0.9948,0.9945,0.2797
UNIP5,95,0.0777,0.7839,13.6842,0.299,0.8101,17.8947,0.9626,0.9636,0.9452,0.931
UNIP6,95,0.1369,0.7368,26.3158,1.2159,0.9368,6.3158,0.9787,0.8685,0.9244,0.0
USIM3,95,0.0387,0.9194,5.2632,0.0,1.0,0.0,0.9858,0.9846,0.9857,0.0651
USIM5,95,0.052,0.9579,4.2105,1.1057,0.9789,2.1053,0.9903,0.9913,0.9847,0.0
USIM6,95,0.4664,0.7187,28.125,3.4974,0.7924,0.0,0.9887,0.9796,0.9835,0.9923
VALE3,95,0.1359,0.7369,26.3158,0.2151,0.9419,0.0,0.973,0.9349,0.9778,0.0
VAMO3,95,0.0887,0.9498,4.2105,0.0,1.0,0.0,0.9956,0.9928,0.9962,0.0
VBBR3,95,0.239,0.548,44.2105,3.5934,0.8,20.0,0.8409,0.8829,0.7838,0.1149
VIVA3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9883,0.9885,0.9886,0.0038
VIVR3,95,1.3565,0.9368,6.3158,4.6706,0.9474,5.2632,0.9861,0.9728,0.9404,0.0728
VIVT3,95,0.0073,0.9792,2.1053,0.139,0.9898,1.0526,0.9848,0.9923,0.9826,0.0
VLID3,95,0.0484,0.8421,15.7895,0.0,1.0,0.0,0.9976,0.9971,0.9976,0.2146
VSTE3,95,0.2693,0.7579,24.2105,0.0,1.0,0.0,0.9666,0.9179,0.9653,0.9464
VULC3,95,0.0151,0.9789,2.1053,0.0234,0.9913,0.0,0.9905,0.9797,0.9884,0.0307
WEGE3,95,0.6605,0.2212,77.8947,7.0229,0.5643,36.8421,0.8942,0.9183,0.7631,0.0
WEST3,95,0.0865,0.9579,4.2105,0.0,1.0,0.0,0.9625,0.962,0.9628,0.6015
WHRL3,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9954,0.9963,0.9963,0.9808
WHRL4,95,0.0846,0.6028,32.6316,0.7216,0.7812,12.6316,0.953,0.972,0.9031,0.8467
WIZC3,95,0.0033,0.9895,1.0526,0.0,1.0,0.0,0.9957,0.9957,0.9957,0.3716
WLMM4,95,0.0,1.0,0.0,0.0,1.0,0.0,0.9965,0.9966,0.9966,0.9923
YDUQ3,95,1.4625,0.2947,70.5263,17.2874,0.7474,25.2632,0.9223,0.8801,0.7715,0.0
